"Име на български език","Показател","Мерна единица","Дата","средноденонощна  стойност"
"София - Хиподрума","PM2.5","ug/m3","16.01.2012","12.79979991912842"
"София - Хиподрума","PM2.5","ug/m3","17.01.2012","19.03462600708008"
"София - Хиподрума","PM2.5","ug/m3","18.01.2012","25.48130798339844"
"София - Хиподрума","PM2.5","ug/m3","19.01.2012","32.07627105712891"
"София - Хиподрума","PM2.5","ug/m3","20.01.2012","35.20077514648438"
"София - Хиподрума","PM2.5","ug/m3","21.01.2012","14.17429351806641"
"София - Хиподрума","PM2.5","ug/m3","22.01.2012","21.31464385986328"
"София - Хиподрума","PM2.5","ug/m3","23.01.2012","123.4005966186523"
"София - Хиподрума","PM2.5","ug/m3","24.01.2012","136.3478698730469"
"София - Хиподрума","PM2.5","ug/m3","25.01.2012","23.23997688293457"
"София - Хиподрума","PM2.5","ug/m3","26.01.2012","15.96829414367676"
"София - Хиподрума","PM2.5","ug/m3","27.01.2012","27.56821441650391"
"София - Хиподрума","PM2.5","ug/m3","28.01.2012","29.38855743408203"
"София - Хиподрума","PM2.5","ug/m3","29.01.2012","30.93488121032715"
"София - Хиподрума","PM2.5","ug/m3","30.01.2012","39.46358871459961"
"София - Хиподрума","PM2.5","ug/m3","31.01.2012","97.79887390136719"
"София - Хиподрума","PM2.5","ug/m3","01.02.2012","74.46635437011719"
"София - Хиподрума","PM2.5","ug/m3","02.02.2012","28.99886512756348"
"София - Хиподрума","PM2.5","ug/m3","03.02.2012","20.50986671447754"
"София - Хиподрума","PM2.5","ug/m3","04.02.2012","30.03876495361328"
"София - Хиподрума","PM2.5","ug/m3","05.02.2012","42.3713264465332"
"София - Хиподрума","PM2.5","ug/m3","06.02.2012","51.36196517944336"
"София - Хиподрума","PM2.5","ug/m3","07.02.2012","25.67605209350586"
"София - Хиподрума","PM2.5","ug/m3","08.02.2012","22.59617233276367"
"София - Хиподрума","PM2.5","ug/m3","09.02.2012","40.72404479980469"
"София - Хиподрума","PM2.5","ug/m3","10.02.2012","21.17948532104492"
"София - Хиподрума","PM2.5","ug/m3","11.02.2012","22.31330871582031"
"София - Хиподрума","PM2.5","ug/m3","12.02.2012","15.85563850402832"
"София - Хиподрума","PM2.5","ug/m3","13.02.2012","31.53020668029785"
"София - Хиподрума","PM2.5","ug/m3","14.02.2012","51.74321365356445"
"София - Хиподрума","PM2.5","ug/m3","15.02.2012","84.15283203125"
"София - Хиподрума","PM2.5","ug/m3","16.02.2012","31.92353439331055"
"София - Хиподрума","PM2.5","ug/m3","17.02.2012","24.69842529296875"
"София - Хиподрума","PM2.5","ug/m3","18.02.2012","22.74200820922852"
"София - Хиподрума","PM2.5","ug/m3","19.02.2012","54.11048126220703"
"София - Хиподрума","PM2.5","ug/m3","20.02.2012","108.2543487548828"
"София - Хиподрума","PM2.5","ug/m3","21.02.2012","116.9769592285156"
"София - Хиподрума","PM2.5","ug/m3","22.02.2012","71.02536010742188"
"София - Хиподрума","PM2.5","ug/m3","23.02.2012","78.21720886230469"
"София - Хиподрума","PM2.5","ug/m3","24.02.2012","38.11568450927734"
"София - Хиподрума","PM2.5","ug/m3","25.02.2012","10.49513339996338"
"София - Хиподрума","PM2.5","ug/m3","26.02.2012","12.27088451385498"
"София - Хиподрума","PM2.5","ug/m3","27.02.2012","13.10055351257324"
"София - Хиподрума","PM2.5","ug/m3","28.02.2012","12.02727317810059"
"София - Хиподрума","PM2.5","ug/m3","29.02.2012","14.43250942230225"
"София - Хиподрума","PM2.5","ug/m3","01.03.2012","13.60594940185547"
"София - Хиподрума","PM2.5","ug/m3","05.03.2012","0"
"София - Хиподрума","PM2.5","ug/m3","06.03.2012","37.68066024780273"
"София - Хиподрума","PM2.5","ug/m3","07.03.2012","28.32245445251465"
"София - Хиподрума","PM2.5","ug/m3","08.03.2012","35.95335388183594"
"София - Хиподрума","PM2.5","ug/m3","09.03.2012","37.31586074829102"
"София - Хиподрума","PM2.5","ug/m3","10.03.2012","30.04916000366211"
"София - Хиподрума","PM2.5","ug/m3","11.03.2012","28.13616943359375"
"София - Хиподрума","PM2.5","ug/m3","12.03.2012","15.12681484222412"
"София - Хиподрума","PM2.5","ug/m3","13.03.2012","22.43941307067871"
"София - Хиподрума","PM2.5","ug/m3","14.03.2012","15.64833450317383"
"София - Хиподрума","PM2.5","ug/m3","15.03.2012","20.72757530212402"
"София - Хиподрума","PM2.5","ug/m3","16.03.2012","27.14828872680664"
"София - Хиподрума","PM2.5","ug/m3","17.03.2012","45.77593612670898"
"София - Хиподрума","PM2.5","ug/m3","18.03.2012","50.67965316772461"
"София - Хиподрума","PM2.5","ug/m3","19.03.2012","33.52042770385742"
"София - Хиподрума","PM2.5","ug/m3","20.03.2012","35.87049865722656"
"София - Хиподрума","PM2.5","ug/m3","21.03.2012","33.01195526123047"
"София - Хиподрума","PM2.5","ug/m3","22.03.2012","30.3644847869873"
"София - Хиподрума","PM2.5","ug/m3","23.03.2012","44.48125839233398"
"София - Хиподрума","PM2.5","ug/m3","24.03.2012","38.76384353637695"
"София - Хиподрума","PM2.5","ug/m3","25.03.2012","47.54864501953125"
"София - Хиподрума","PM2.5","ug/m3","26.03.2012","23.24991798400879"
"София - Хиподрума","PM2.5","ug/m3","27.03.2012","15.22929096221924"
"София - Хиподрума","PM2.5","ug/m3","28.03.2012","19.52128219604492"
"София - Хиподрума","PM2.5","ug/m3","29.03.2012","20.49675178527832"
"София - Хиподрума","PM2.5","ug/m3","30.03.2012","7.92643404006958"
"София - Хиподрума","PM2.5","ug/m3","31.03.2012","8.574997901916504"
"София - Хиподрума","PM2.5","ug/m3","01.04.2012","12.89504528045654"
"София - Хиподрума","PM2.5","ug/m3","02.04.2012","27.03102874755859"
"София - Хиподрума","PM2.5","ug/m3","03.04.2012","30.78975486755371"
"София - Хиподрума","PM2.5","ug/m3","04.04.2012","25.6923885345459"
"София - Хиподрума","PM2.5","ug/m3","05.04.2012","18.21344375610352"
"София - Хиподрума","PM2.5","ug/m3","06.04.2012","21.02240753173828"
"София - Хиподрума","PM2.5","ug/m3","07.04.2012","0"
"София - Хиподрума","PM2.5","ug/m3","08.04.2012","6.52151346206665"
"София - Хиподрума","PM2.5","ug/m3","09.04.2012","15.55105209350586"
"София - Хиподрума","PM2.5","ug/m3","10.04.2012","16.42832183837891"
"София - Хиподрума","PM2.5","ug/m3","11.04.2012","25.40185356140137"
"София - Хиподрума","PM2.5","ug/m3","12.04.2012","16.40473365783691"
"София - Хиподрума","PM2.5","ug/m3","13.04.2012","0"
"София - Хиподрума","PM2.5","ug/m3","18.04.2012","0"
"София - Хиподрума","PM2.5","ug/m3","19.04.2012","4.138765811920166"
"София - Хиподрума","PM2.5","ug/m3","20.04.2012","6.571212768554688"
"София - Хиподрума","PM2.5","ug/m3","21.04.2012","9.63798713684082"
"София - Хиподрума","PM2.5","ug/m3","22.04.2012","8.274348258972168"
"София - Хиподрума","PM2.5","ug/m3","23.04.2012","11.64423084259033"
"София - Хиподрума","PM2.5","ug/m3","24.04.2012","7.127230644226074"
"София - Хиподрума","PM2.5","ug/m3","25.04.2012","11.28503513336182"
"София - Хиподрума","PM2.5","ug/m3","26.04.2012","5.681516647338867"
"София - Хиподрума","PM2.5","ug/m3","27.04.2012","16.1816349029541"
"София - Хиподрума","PM2.5","ug/m3","28.04.2012","15.01103591918945"
"София - Хиподрума","PM2.5","ug/m3","29.04.2012","13.98298645019531"
"София - Хиподрума","PM2.5","ug/m3","30.04.2012","14.69882297515869"
"София - Хиподрума","PM2.5","ug/m3","01.05.2012","13.71723556518555"
"София - Хиподрума","PM2.5","ug/m3","02.05.2012","18.92158126831055"
"София - Хиподрума","PM2.5","ug/m3","03.05.2012","20.41916656494141"
"София - Хиподрума","PM2.5","ug/m3","04.05.2012","18.36288452148438"
"София - Хиподрума","PM2.5","ug/m3","05.05.2012","11.43520355224609"
"София - Хиподрума","PM2.5","ug/m3","06.05.2012","10.51967430114746"
"София - Хиподрума","PM2.5","ug/m3","07.05.2012","13.97166919708252"
"София - Хиподрума","PM2.5","ug/m3","08.05.2012","10.1578483581543"
"София - Хиподрума","PM2.5","ug/m3","09.05.2012","11.1263484954834"
"София - Хиподрума","PM2.5","ug/m3","10.05.2012","14.79507923126221"
"София - Хиподрума","PM2.5","ug/m3","11.05.2012","17.0073070526123"
"София - Хиподрума","PM2.5","ug/m3","12.05.2012","15.78052043914795"
"София - Хиподрума","PM2.5","ug/m3","13.05.2012","13.00677394866943"
"София - Хиподрума","PM2.5","ug/m3","14.05.2012","12.26121520996094"
"София - Хиподрума","PM2.5","ug/m3","15.05.2012","6.524869918823242"
"София - Хиподрума","PM2.5","ug/m3","16.05.2012","4.95559024810791"
"София - Хиподрума","PM2.5","ug/m3","17.05.2012","9.964451789855957"
"София - Хиподрума","PM2.5","ug/m3","18.05.2012","7.319707870483398"
"София - Хиподрума","PM2.5","ug/m3","19.05.2012","8.707252502441406"
"София - Хиподрума","PM2.5","ug/m3","20.05.2012","11.61594104766846"
"София - Хиподрума","PM2.5","ug/m3","21.05.2012","13.99019813537598"
"София - Хиподрума","PM2.5","ug/m3","22.05.2012","13.01448631286621"
"София - Хиподрума","PM2.5","ug/m3","23.05.2012","4.219656467437744"
"София - Хиподрума","PM2.5","ug/m3","24.05.2012","10.6490306854248"
"София - Хиподрума","PM2.5","ug/m3","25.05.2012","11.91321182250977"
"София - Хиподрума","PM2.5","ug/m3","26.05.2012","10.83234882354736"
"София - Хиподрума","PM2.5","ug/m3","27.05.2012","11.82181835174561"
"София - Хиподрума","PM2.5","ug/m3","28.05.2012","13.54724311828613"
"София - Хиподрума","PM2.5","ug/m3","29.05.2012","17.98444747924805"
"София - Хиподрума","PM2.5","ug/m3","30.05.2012","25.67495346069336"
"София - Хиподрума","PM2.5","ug/m3","31.05.2012","19.09208297729492"
"София - Хиподрума","PM2.5","ug/m3","01.06.2012","21.78536605834961"
"София - Хиподрума","PM2.5","ug/m3","02.06.2012","21.38392066955566"
"София - Хиподрума","PM2.5","ug/m3","03.06.2012","20.2928524017334"
"София - Хиподрума","PM2.5","ug/m3","04.06.2012","23.37479591369629"
"София - Хиподрума","PM2.5","ug/m3","05.06.2012","14.49976825714111"
"София - Хиподрума","PM2.5","ug/m3","06.06.2012","6.991793632507324"
"София - Хиподрума","PM2.5","ug/m3","07.06.2012","12.66220378875732"
"София - Хиподрума","PM2.5","ug/m3","08.06.2012","16.60371780395508"
"София - Хиподрума","PM2.5","ug/m3","09.06.2012","19.70300674438477"
"София - Хиподрума","PM2.5","ug/m3","10.06.2012","24.51651954650879"
"София - Хиподрума","PM2.5","ug/m3","11.06.2012","19.56655311584473"
"София - Хиподрума","PM2.5","ug/m3","12.06.2012","12.47294521331787"
"София - Хиподрума","PM2.5","ug/m3","13.06.2012","13.96678829193115"
"София - Хиподрума","PM2.5","ug/m3","14.06.2012","11.54691219329834"
"София - Хиподрума","PM2.5","ug/m3","15.06.2012","9.432992935180664"
"София - Хиподрума","PM2.5","ug/m3","16.06.2012","14.22082996368408"
"София - Хиподрума","PM2.5","ug/m3","17.06.2012","10.4697093963623"
"София - Хиподрума","PM2.5","ug/m3","18.06.2012","9.760103225708008"
"София - Хиподрума","PM2.5","ug/m3","19.06.2012","11.05912685394287"
"София - Хиподрума","PM2.5","ug/m3","20.06.2012","16.2575569152832"
"София - Хиподрума","PM2.5","ug/m3","21.06.2012","14.03213787078857"
"София - Хиподрума","PM2.5","ug/m3","22.06.2012","20.26144981384277"
"София - Хиподрума","PM2.5","ug/m3","23.06.2012","30.85789489746094"
"София - Хиподрума","PM2.5","ug/m3","24.06.2012","17.40923309326172"
"София - Хиподрума","PM2.5","ug/m3","25.06.2012","25.01730728149414"
"София - Хиподрума","PM2.5","ug/m3","26.06.2012","10.86541080474854"
"София - Хиподрума","PM2.5","ug/m3","27.06.2012","9.015010833740234"
"София - Хиподрума","PM2.5","ug/m3","28.06.2012","11.32070159912109"
"София - Хиподрума","PM2.5","ug/m3","29.06.2012","16.15509033203125"
"София - Хиподрума","PM2.5","ug/m3","30.06.2012","25.13415908813477"
"София - Хиподрума","PM2.5","ug/m3","01.07.2012","26.52446174621582"
"София - Хиподрума","PM2.5","ug/m3","02.07.2012","13.89146614074707"
"София - Хиподрума","PM2.5","ug/m3","03.07.2012","15.17801761627197"
"София - Хиподрума","PM2.5","ug/m3","04.07.2012","23.55647087097168"
"София - Хиподрума","PM2.5","ug/m3","05.07.2012","20.7557430267334"
"София - Хиподрума","PM2.5","ug/m3","06.07.2012","21.29395484924316"
"София - Хиподрума","PM2.5","ug/m3","07.07.2012","17.87046432495117"
"София - Хиподрума","PM2.5","ug/m3","08.07.2012","24.42811584472656"
"София - Хиподрума","PM2.5","ug/m3","09.07.2012","33.44627380371094"
"София - Хиподрума","PM2.5","ug/m3","10.07.2012","25.93589210510254"
"София - Хиподрума","PM2.5","ug/m3","11.07.2012","15.87560844421387"
"София - Хиподрума","PM2.5","ug/m3","12.07.2012","18.23639297485352"
"София - Хиподрума","PM2.5","ug/m3","13.07.2012","16.48319435119629"
"София - Хиподрума","PM2.5","ug/m3","14.07.2012","24.45078086853027"
"София - Хиподрума","PM2.5","ug/m3","15.07.2012","23.02706146240234"
"София - Хиподрума","PM2.5","ug/m3","16.07.2012","13.04531860351562"
"София - Хиподрума","PM2.5","ug/m3","17.07.2012","5.998998641967773"
"София - Хиподрума","PM2.5","ug/m3","18.07.2012","7.246190547943115"
"София - Хиподрума","PM2.5","ug/m3","19.07.2012","14.72591018676758"
"София - Хиподрума","PM2.5","ug/m3","20.07.2012","17.07361221313477"
"София - Хиподрума","PM2.5","ug/m3","21.07.2012","13.76490497589111"
"София - Хиподрума","PM2.5","ug/m3","22.07.2012","13.957594871521"
"София - Хиподрума","PM2.5","ug/m3","23.07.2012","12.93389129638672"
"София - Хиподрума","PM2.5","ug/m3","24.07.2012","14.22075939178467"
"София - Хиподрума","PM2.5","ug/m3","25.07.2012","13.30469989776611"
"София - Хиподрума","PM2.5","ug/m3","26.07.2012","15.06842708587646"
"София - Хиподрума","PM2.5","ug/m3","27.07.2012","21.79595375061035"
"София - Хиподрума","PM2.5","ug/m3","28.07.2012","28.08206558227539"
"София - Хиподрума","PM2.5","ug/m3","29.07.2012","22.08522033691406"
"София - Хиподрума","PM2.5","ug/m3","30.07.2012","17.91293334960938"
"София - Хиподрума","PM2.5","ug/m3","31.07.2012","13.36488628387451"
"София - Хиподрума","PM2.5","ug/m3","01.08.2012","12.25118827819824"
"София - Хиподрума","PM2.5","ug/m3","02.08.2012","14.9019079208374"
"София - Хиподрума","PM2.5","ug/m3","03.08.2012","20.28877830505371"
"София - Хиподрума","PM2.5","ug/m3","04.08.2012","22.30432510375977"
"София - Хиподрума","PM2.5","ug/m3","05.08.2012","22.03645896911621"
"София - Хиподрума","PM2.5","ug/m3","06.08.2012","24.26997566223145"
"София - Хиподрума","PM2.5","ug/m3","07.08.2012","19.2224006652832"
"София - Хиподрума","PM2.5","ug/m3","08.08.2012","8.740317344665527"
"София - Хиподрума","PM2.5","ug/m3","09.08.2012","13.07123851776123"
"София - Хиподрума","PM2.5","ug/m3","10.08.2012","14.8708610534668"
"София - Хиподрума","PM2.5","ug/m3","11.08.2012","12.70106601715088"
"София - Хиподрума","PM2.5","ug/m3","12.08.2012","11.5661153793335"
"София - Хиподрума","PM2.5","ug/m3","13.08.2012","7.770931243896484"
"София - Хиподрума","PM2.5","ug/m3","14.08.2012","10.76480579376221"
"София - Хиподрума","PM2.5","ug/m3","15.08.2012","10.45807361602783"
"София - Хиподрума","PM2.5","ug/m3","16.08.2012","11.65494346618652"
"София - Хиподрума","PM2.5","ug/m3","17.08.2012","10.98354339599609"
"София - Хиподрума","PM2.5","ug/m3","18.08.2012","13.55294322967529"
"София - Хиподрума","PM2.5","ug/m3","19.08.2012","17.82948112487793"
"София - Хиподрума","PM2.5","ug/m3","20.08.2012","17.83874320983887"
"София - Хиподрума","PM2.5","ug/m3","21.08.2012","14.23398494720459"
"София - Хиподрума","PM2.5","ug/m3","22.08.2012","11.43417739868164"
"София - Хиподрума","PM2.5","ug/m3","23.08.2012","16.47407913208008"
"София - Хиподрума","PM2.5","ug/m3","24.08.2012","18.62841796875"
"София - Хиподрума","PM2.5","ug/m3","25.08.2012","19.23923110961914"
"София - Хиподрума","PM2.5","ug/m3","26.08.2012","14.79023265838623"
"София - Хиподрума","PM2.5","ug/m3","27.08.2012","5.564466953277588"
"София - Хиподрума","PM2.5","ug/m3","28.08.2012","7.156900405883789"
"София - Хиподрума","PM2.5","ug/m3","29.08.2012","11.319993019104"
"София - Хиподрума","PM2.5","ug/m3","30.08.2012","12.38814163208008"
"София - Хиподрума","PM2.5","ug/m3","31.08.2012","10.76798725128174"
"София - Хиподрума","PM2.5","ug/m3","01.09.2012","8.698624610900879"
"София - Хиподрума","PM2.5","ug/m3","02.09.2012","11.86393547058105"
"София - Хиподрума","PM2.5","ug/m3","03.09.2012","10.48052883148193"
"София - Хиподрума","PM2.5","ug/m3","04.09.2012","11.30255889892578"
"София - Хиподрума","PM2.5","ug/m3","05.09.2012","15.89986610412598"
"София - Хиподрума","PM2.5","ug/m3","06.09.2012","15.66585445404053"
"София - Хиподрума","PM2.5","ug/m3","07.09.2012","18.34796333312988"
"София - Хиподрума","PM2.5","ug/m3","08.09.2012","6.518752574920654"
"София - Хиподрума","PM2.5","ug/m3","09.09.2012","9.687069892883301"
"София - Хиподрума","PM2.5","ug/m3","10.09.2012","11.02768993377686"
"София - Хиподрума","PM2.5","ug/m3","11.09.2012","10.37391185760498"
"София - Хиподрума","PM2.5","ug/m3","12.09.2012","7.643697261810303"
"София - Хиподрума","PM2.5","ug/m3","13.09.2012","12.76267242431641"
"София - Хиподрума","PM2.5","ug/m3","14.09.2012","14.28897380828857"
"София - Хиподрума","PM2.5","ug/m3","15.09.2012","11.86149501800537"
"София - Хиподрума","PM2.5","ug/m3","16.09.2012","12.10846519470215"
"София - Хиподрума","PM2.5","ug/m3","17.09.2012","12.74244117736816"
"София - Хиподрума","PM2.5","ug/m3","18.09.2012","12.8159236907959"
"София - Хиподрума","PM2.5","ug/m3","19.09.2012","21.18090438842773"
"София - Хиподрума","PM2.5","ug/m3","20.09.2012","22.26716232299805"
"София - Хиподрума","PM2.5","ug/m3","21.09.2012","5.340499877929688"
"София - Хиподрума","PM2.5","ug/m3","22.09.2012","13.64789199829102"
"София - Хиподрума","PM2.5","ug/m3","23.09.2012","18.85696411132812"
"София - Хиподрума","PM2.5","ug/m3","24.09.2012","24.75394439697266"
"София - Хиподрума","PM2.5","ug/m3","25.09.2012","23.39002418518066"
"София - Хиподрума","PM2.5","ug/m3","26.09.2012","15.26468849182129"
"София - Хиподрума","PM2.5","ug/m3","27.09.2012","22.74471855163574"
"София - Хиподрума","PM2.5","ug/m3","28.09.2012","27.3454704284668"
"София - Хиподрума","PM2.5","ug/m3","29.09.2012","27.75648498535156"
"София - Хиподрума","PM2.5","ug/m3","30.09.2012","24.8838996887207"
"София - Хиподрума","PM2.5","ug/m3","01.10.2012","21.90530014038086"
"София - Хиподрума","PM2.5","ug/m3","02.10.2012","22.75321769714355"
"София - Хиподрума","PM2.5","ug/m3","03.10.2012","35.74878311157227"
"София - Хиподрума","PM2.5","ug/m3","04.10.2012","14.55206966400146"
"София - Хиподрума","PM2.5","ug/m3","05.10.2012","20.86115837097168"
"София - Хиподрума","PM2.5","ug/m3","06.10.2012","35.28847885131836"
"София - Хиподрума","PM2.5","ug/m3","07.10.2012","31.40848731994629"
"София - Хиподрума","PM2.5","ug/m3","08.10.2012","11.71958637237549"
"София - Хиподрума","PM2.5","ug/m3","09.10.2012","19.89088821411133"
"София - Хиподрума","PM2.5","ug/m3","10.10.2012","30.01539039611816"
"София - Хиподрума","PM2.5","ug/m3","11.10.2012","28.44406890869141"
"София - Хиподрума","PM2.5","ug/m3","12.10.2012","36.03373336791992"
"София - Хиподрума","PM2.5","ug/m3","13.10.2012","31.58665657043457"
"София - Хиподрума","PM2.5","ug/m3","14.10.2012","21.4850902557373"
"София - Хиподрума","PM2.5","ug/m3","15.10.2012","14.66611289978027"
"София - Хиподрума","PM2.5","ug/m3","16.10.2012","15.11949253082275"
"София - Хиподрума","PM2.5","ug/m3","17.10.2012","7.573185443878174"
"София - Хиподрума","PM2.5","ug/m3","18.10.2012","23.42386245727539"
"София - Хиподрума","PM2.5","ug/m3","19.10.2012","30.35069465637207"
"София - Хиподрума","PM2.5","ug/m3","20.10.2012","31.1032772064209"
"София - Хиподрума","PM2.5","ug/m3","21.10.2012","21.17266464233398"
"София - Хиподрума","PM2.5","ug/m3","22.10.2012","22.21687698364258"
"София - Хиподрума","PM2.5","ug/m3","23.10.2012","28.11930084228516"
"София - Хиподрума","PM2.5","ug/m3","24.10.2012","37.08675003051758"
"София - Хиподрума","PM2.5","ug/m3","25.10.2012","49.99692153930664"
"София - Хиподрума","PM2.5","ug/m3","26.10.2012","42.4329948425293"
"София - Хиподрума","PM2.5","ug/m3","27.10.2012","31.5423641204834"
"София - Хиподрума","PM2.5","ug/m3","28.10.2012","4.855099678039551"
"София - Хиподрума","PM2.5","ug/m3","29.10.2012","9.345470428466797"
"София - Хиподрума","PM2.5","ug/m3","30.10.2012","17.55104064941406"
"София - Хиподрума","PM2.5","ug/m3","31.10.2012","30.41601181030273"
"София - Хиподрума","PM2.5","ug/m3","01.11.2012","19.51258277893066"
"София - Хиподрума","PM2.5","ug/m3","02.11.2012","31.80694961547852"
"София - Хиподрума","PM2.5","ug/m3","03.11.2012","31.79031181335449"
"София - Хиподрума","PM2.5","ug/m3","04.11.2012","37.47998046875"
"София - Хиподрума","PM2.5","ug/m3","05.11.2012","31.72568893432617"
"София - Хиподрума","PM2.5","ug/m3","06.11.2012","12.5217456817627"
"София - Хиподрума","PM2.5","ug/m3","07.11.2012","16.8416690826416"
"София - Хиподрума","PM2.5","ug/m3","08.11.2012","14.81962013244629"
"София - Хиподрума","PM2.5","ug/m3","09.11.2012","38.34808731079102"
"София - Хиподрума","PM2.5","ug/m3","10.11.2012","32.64550399780273"
"София - Хиподрума","PM2.5","ug/m3","11.11.2012","51.52796173095703"
"София - Хиподрума","PM2.5","ug/m3","12.11.2012","60.86127090454102"
"София - Хиподрума","PM2.5","ug/m3","13.11.2012","66.74127197265625"
"София - Хиподрума","PM2.5","ug/m3","14.11.2012","24.13213539123535"
"София - Хиподрума","PM2.5","ug/m3","15.11.2012","11.63860607147217"
"София - Хиподрума","PM2.5","ug/m3","16.11.2012","16.96741676330566"
"София - Хиподрума","PM2.5","ug/m3","17.11.2012","17.03561973571777"
"София - Хиподрума","PM2.5","ug/m3","18.11.2012","18.89572334289551"
"София - Хиподрума","PM2.5","ug/m3","19.11.2012","16.6971378326416"
"София - Хиподрума","PM2.5","ug/m3","20.11.2012","10.85172653198242"
"София - Хиподрума","PM2.5","ug/m3","21.11.2012","8.374423027038574"
"София - Хиподрума","PM2.5","ug/m3","22.11.2012","23.9349536895752"
"София - Хиподрума","PM2.5","ug/m3","23.11.2012","26.76796722412109"
"София - Хиподрума","PM2.5","ug/m3","24.11.2012","28.04432106018066"
"София - Хиподрума","PM2.5","ug/m3","25.11.2012","35.53850173950195"
"София - Хиподрума","PM2.5","ug/m3","26.11.2012","45.34108352661133"
"София - Хиподрума","PM2.5","ug/m3","27.11.2012","47.77639007568359"
"София - Хиподрума","PM2.5","ug/m3","28.11.2012","90.14863586425781"
"София - Хиподрума","PM2.5","ug/m3","29.11.2012","19.65562438964844"
"София - Хиподрума","PM2.5","ug/m3","30.11.2012","5.224246025085449"
"София - Хиподрума","PM2.5","ug/m3","01.12.2012","28.00183868408203"
"София - Хиподрума","PM2.5","ug/m3","02.12.2012","27.45353698730469"
"София - Хиподрума","PM2.5","ug/m3","03.12.2012","7.202164173126221"
"София - Хиподрума","PM2.5","ug/m3","04.12.2012","21.55334281921387"
"София - Хиподрума","PM2.5","ug/m3","05.12.2012","33.37477111816406"
"София - Хиподрума","PM2.5","ug/m3","06.12.2012","16.30198097229004"
"София - Хиподрума","PM2.5","ug/m3","07.12.2012","24.61072731018066"
"София - Хиподрума","PM2.5","ug/m3","08.12.2012","33.29777908325195"
"София - Хиподрума","PM2.5","ug/m3","09.12.2012","16.20278167724609"
"София - Хиподрума","PM2.5","ug/m3","10.12.2012","37.43906402587891"
"София - Хиподрума","PM2.5","ug/m3","11.12.2012","57.48163986206055"
"София - Хиподрума","PM2.5","ug/m3","12.12.2012","20.56673240661621"
"София - Хиподрума","PM2.5","ug/m3","13.12.2012","39.78469848632812"
"София - Хиподрума","PM2.5","ug/m3","14.12.2012","162.3734436035156"
"София - Хиподрума","PM2.5","ug/m3","15.12.2012","202.1198577880859"
"София - Хиподрума","PM2.5","ug/m3","16.12.2012","95.44047546386719"
"София - Хиподрума","PM2.5","ug/m3","17.12.2012","73.36115264892578"
"София - Хиподрума","PM2.5","ug/m3","18.12.2012","11.0163745880127"
"София - Хиподрума","PM2.5","ug/m3","19.12.2012","9.221985816955566"
"София - Хиподрума","PM2.5","ug/m3","20.12.2012","20.46598434448242"
"София - Хиподрума","PM2.5","ug/m3","21.12.2012","28.27364158630371"
"София - Хиподрума","PM2.5","ug/m3","22.12.2012","33.44153594970703"
"София - Хиподрума","PM2.5","ug/m3","23.12.2012","40.83561325073242"
"София - Хиподрума","PM2.5","ug/m3","24.12.2012","101.9077453613281"
"София - Хиподрума","PM2.5","ug/m3","25.12.2012","177.1212005615234"
"София - Хиподрума","PM2.5","ug/m3","26.12.2012","226.622802734375"
"София - Хиподрума","PM2.5","ug/m3","27.12.2012","100.5487289428711"
"София - Хиподрума","PM2.5","ug/m3","28.12.2012","41.11239624023438"
"София - Хиподрума","PM2.5","ug/m3","29.12.2012","18.78599548339844"
"София - Хиподрума","PM2.5","ug/m3","30.12.2012","14.94827079772949"
"София - Хиподрума","PM2.5","ug/m3","31.12.2012","36.17917633056641"
"София - Хиподрума","PM2.5","ug/m3","01.01.2013","37.80584335327148"
"София - Хиподрума","PM2.5","ug/m3","02.01.2013","40.62648010253906"
"София - Хиподрума","PM2.5","ug/m3","03.01.2013","42.98179626464844"
"София - Хиподрума","PM2.5","ug/m3","04.01.2013","17.63141822814941"
"София - Хиподрума","PM2.5","ug/m3","05.01.2013","10.01668262481689"
"София - Хиподрума","PM2.5","ug/m3","06.01.2013","10.47536468505859"
"София - Хиподрума","PM2.5","ug/m3","07.01.2013","17.02123832702637"
"София - Хиподрума","PM2.5","ug/m3","08.01.2013","14.97723007202148"
"София - Хиподрума","PM2.5","ug/m3","09.01.2013","54.59927368164062"
"София - Хиподрума","PM2.5","ug/m3","10.01.2013","84.28189849853516"
"София - Хиподрума","PM2.5","ug/m3","11.01.2013","124.96728515625"
"София - Хиподрума","PM2.5","ug/m3","12.01.2013","85.06608581542969"
"София - Хиподрума","PM2.5","ug/m3","13.01.2013","135.0028686523438"
"София - Хиподрума","PM2.5","ug/m3","14.01.2013","147.2746429443359"
"София - Хиподрума","PM2.5","ug/m3","15.01.2013","0"
"София - Хиподрума","PM2.5","ug/m3","17.01.2013","0"
"София - Хиподрума","PM2.5","ug/m3","18.01.2013","35.12300109863281"
"София - Хиподрума","PM2.5","ug/m3","19.01.2013","27.4060115814209"
"София - Хиподрума","PM2.5","ug/m3","20.01.2013","34.81235504150391"
"София - Хиподрума","PM2.5","ug/m3","21.01.2013","30.21879577636719"
"София - Хиподрума","PM2.5","ug/m3","22.01.2013","17.83609390258789"
"София - Хиподрума","PM2.5","ug/m3","23.01.2013","18.27547073364258"
"София - Хиподрума","PM2.5","ug/m3","24.01.2013","61.21642303466797"
"София - Хиподрума","PM2.5","ug/m3","25.01.2013","31.63769721984863"
